"Местное время в Ульяновске / Центральном (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.02.2020 13:00";"-17.6";"757.0";"";"";"72";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.02.2020 10:00";"-22.9";"757.0";"";"";"78";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"-24.5";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.02.2020 07:00";"-22.6";"756.0";"";"";"79";"Ветер, дующий с запада";"3";"";"";"40%.";" ";"";"";"-24.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"09.02.2020 04:00";"-23.3";"756.0";"";"";"79";"Ветер, дующий с северо-запада";"4";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.02.2020 01:00";"-22.4";"755.0";"";"";"79";"Ветер, дующий с северо-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.02.2020 22:00";"-18.3";"754.0";"";"";"80";"Ветер, дующий с северо-запада";"5";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.02.2020 19:00";"-16.2";"753.0";"";"";"74";"Ветер, дующий с северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"-10.9";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"08.02.2020 16:00";"-14.9";"751.0";"";"";"71";"Ветер, дующий с северо-запада";"3";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.02.2020 13:00";"-13.7";"749.0";"";"";"77";"Ветер, дующий с севера";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"08.02.2020 10:00";"-12.4";"748.0";"";"";"80";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-12.4";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"08.02.2020 07:00";"-10.9";"745.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-10.9";"";"";"";"";"";"";"10.0";"";"2.0";"12";"";"";"";"";
"08.02.2020 04:00";"-8.9";"743.0";"";"";"91";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.02.2020 01:00";"-8.4";"743.0";"";"";"91";"Ветер, дующий с севера";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.02.2020 22:00";"-8.8";"742.0";"";"";"92";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.02.2020 19:00";"-7.6";"741.0";"";"";"90";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-6.0";"";"";"";"";"";"4.0";"";"0.5";"12";"";"";"";"";
"07.02.2020 16:00";"-6.8";"739.0";"";"";"82";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.02.2020 13:00";"-7.0";"739.0";"";"";"73";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.02.2020 10:00";"-9.5";"739.0";"";"";"81";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"-9.7";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.02.2020 07:00";"-8.6";"738.0";"";"";"77";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"-8.6";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"07.02.2020 04:00";"-8.2";"739.0";"";"";"77";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.02.2020 01:00";"-8.0";"740.0";"";"";"64";"Ветер, дующий с юга";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2020 22:00";"-7.6";"741.0";"";"";"68";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2020 19:00";"-7.4";"742.0";"";"";"61";"Ветер, дующий с юга";"2";"";"";"60%.";" ";"";"";"";"-6.0";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"06.02.2020 16:00";"-7.0";"743.0";"";"";"65";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2020 13:00";"-7.7";"745.0";"";"";"68";"Ветер, дующий с запада";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2020 10:00";"-9.2";"745.0";"";"";"75";"Ветер, дующий с юго-востока";"1";"";"";"20–30%.";" ";"";"";"-10.9";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2020 07:00";"-8.7";"745.0";"";"";"78";"Ветер, дующий с запада";"6";"";"";"60%.";" ";"";"";"-8.7";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"06.02.2020 04:00";"-7.1";"744.0";"";"";"78";"Ветер, дующий с запада";"5";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2020 01:00";"-6.8";"743.0";"";"";"77";"Ветер, дующий с запада";"5";"";"";"70 – 80%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2020 22:00";"-6.8";"742.0";"";"";"82";"Ветер, дующий с запада";"4";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2020 19:00";"-5.7";"741.0";"";"";"86";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"-2.5";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"05.02.2020 16:00";"-3.0";"739.0";"";"";"68";"Ветер, дующий с запада";"7";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2020 13:00";"-2.8";"738.0";"";"";"72";"Ветер, дующий с запада";"8";"";"";"70 – 80%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2020 10:00";"-4.5";"737.0";"";"";"75";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"-5.6";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2020 07:00";"-4.4";"736.0";"";"";"76";"Ветер, дующий с юго-запада";"2";"";"";"60%.";" ";"";"";"-4.7";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"05.02.2020 04:00";"-2.7";"736.0";"";"";"76";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2020 01:00";"-2.5";"735.0";"";"";"75";"Ветер, дующий с запада";"4";"";"";"100%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.02.2020 22:00";"-4.1";"734.0";"";"";"74";"Ветер, дующий с запада";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.02.2020 19:00";"-2.1";"733.0";"";"";"79";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"2.1";"";"";"";"";"";"10.0";"";"0.4";"12";"";"";"";"";
"04.02.2020 16:00";"0.8";"731.0";"";"";"76";"Ветер, дующий с северо-запада";"6";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.02.2020 13:00";"1.8";"730.0";"";"";"80";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.02.2020 10:00";"1.1";"730.0";"";"";"84";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.02.2020 07:00";"0.2";"729.0";"";"";"90";"Ветер, дующий с юго-запада";"2";"";"";"60%.";" ";"";"";"0.0";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"04.02.2020 04:00";"1.2";"729.0";"";"";"87";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.02.2020 01:00";"1.5";"728.0";"";"";"88";"Ветер, дующий с юго-запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2020 22:00";"1.6";"729.0";"";"";"90";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2020 19:00";"1.6";"729.0";"";"";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"1.8";"";"";"";"";"";"10.0";"";"0.4";"12";"";"";"";"";
"03.02.2020 16:00";"1.2";"729.0";"";"";"96";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2020 13:00";"1.6";"730.0";"";"";"92";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2020 10:00";"1.5";"731.0";"";"";"91";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2020 07:00";"0.4";"732.0";"";"";"95";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-0.3";"";"";"";"";"";"";"4.0";"";"3.0";"12";"";"";"";"";
"03.02.2020 04:00";"0.5";"735.0";"";"";"95";"Ветер, дующий с юга";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2020 01:00";"0.6";"738.0";"";"";"88";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.02.2020 22:00";"-0.2";"741.0";"";"";"92";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.02.2020 19:00";"-0.2";"743.0";"";"";"90";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"1.3";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"02.02.2020 16:00";"0.9";"744.0";"";"";"80";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.02.2020 13:00";"1.0";"745.0";"";"";"79";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.02.2020 10:00";"-1.3";"746.0";"";"";"90";"Ветер, дующий с юга";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.02.2020 07:00";"-1.0";"746.0";"";"";"92";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"-6.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"02.02.2020 04:00";"-4.3";"746.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.02.2020 01:00";"-6.0";"746.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2020 22:00";"-5.5";"746.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"60%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.02.2020 19:00";"-2.7";"746.0";"";"";"87";"Ветер, дующий с юго-запада";"1";"";"";"60%.";" ";"";"";"";"1.4";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"01.02.2020 16:00";"0.2";"745.0";"";"";"81";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2020 13:00";"0.7";"745.0";"";"";"88";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2020 10:00";"-0.7";"745.0";"";"";"93";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2020 07:00";"-0.6";"745.0";"";"";"93";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег неливневый. ";"";"";"-2.0";"";"";"";"";"";"";"10.0";"";"0.5";"12";"";"";"";"";
"01.02.2020 04:00";"0.1";"744.0";"";"";"93";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2020 01:00";"0.1";"744.0";"";"";"90";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2020 22:00";"-1.8";"744.0";"";"";"86";"Ветер, дующий с юга";"2";"";"";"20–30%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2020 19:00";"0.4";"743.0";"";"";"81";"Ветер, дующий с юга";"4";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"2.2";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"31.01.2020 16:00";"1.2";"742.0";"";"";"85";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2020 13:00";"2.1";"742.0";"";"";"75";"Ветер, дующий с юга";"5";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2020 10:00";"0.1";"743.0";"";"";"88";"Ветер, дующий с юга";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2020 07:00";"-0.1";"744.0";"";"";"90";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"-0.8";"";"";"";"";"";"";"10.0";"";"0.7";"12";"";"";"";"";
"31.01.2020 04:00";"-0.8";"745.0";"";"";"94";"Ветер, дующий с востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2020 01:00";"-0.5";"746.0";"";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.01.2020 22:00";"-0.4";"746.0";"";"";"91";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.01.2020 19:00";"-0.5";"747.0";"";"";"92";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-0.5";"";"";"";"";"";"4.0";"";"6.0";"12";"";"";"";"";
"30.01.2020 16:00";"-1.4";"747.0";"";"";"94";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.01.2020 13:00";"-2.8";"748.0";"";"";"91";"Ветер, дующий с востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.01.2020 10:00";"-5.1";"749.0";"";"";"93";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"30.01.2020 07:00";"-6.2";"749.0";"";"";"93";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-7.1";"";"";"";"";"";"";"10.0";"";"4.0";"12";"";"";"";"";
"30.01.2020 04:00";"-6.8";"751.0";"";"";"93";"Ветер, дующий с юго-востока";"4";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"30.01.2020 01:00";"-5.0";"752.0";"";"";"90";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.01.2020 22:00";"-5.7";"753.0";"";"";"92";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.01.2020 19:00";"-6.4";"753.0";"";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-6.4";"";"";"";"";"";"4.0";"";"0.8";"12";"";"";"";"";
